ID	count	% overlapping fragments on this gene	TE superfamily	NBPS	gene length	percOfGeneLengthOverlappingTEsuperfam	Products
ACHA01MRNA0031611	2	0.00904240889773036	Rex-Babar	635	13634	4.65747396215344	Versican core protein; 
ACHA01MRNA0028787	4	0.0180848177954607	Rex-Babar	460	9877	4.65728460058722	NA
ACHA01MRNA0014776	2	0.00904240889773036	Rex-Babar	392	8417	4.65724129737436	DnaJ homolog subfamily C member 16; 
ACHA01MRNA0008886	4	0.0180848177954607	Rex-Babar	1505	32331	4.65497510129597	Integrin beta-1; 
ACHA01MRNA0003153	4	0.0180848177954607	Rex-Babar	1697	36465	4.65377759495407	Calcipressin-2; 
ACHA01MRNA0034355	1	0.00452120444886518	Rex-Babar	382	8210	4.65286236297199	60S ribosomal protein L23A; 
ACHA01MRNA0020951	1	0.00452120444886518	Rex-Babar	89	1913	4.65237846314689	A-kinase-interacting protein 1; 
ACHA01MRNA0021530	1	0.00452120444886518	Rex-Babar	89	1913	4.65237846314689	A-kinase-interacting protein 1; 
ACHA01MRNA0028330	1	0.00452120444886518	Rex-Babar	300	6450	4.65116279069767	Mitochondrial import inner membrane translocase subunit Tim22; 
ACHA01MRNA0010848	2	0.00904240889773036	Rex-Babar	783	16842	4.64909155682223	Beta-2-glycoprotein 1; 
ACHA01MRNA0005555	2	0.00904240889773036	Rex-Babar	1492	32101	4.64783028566088	Probable serine/threonine-protein kinase fnkE; 
ACHA01MRNA0021370	2	0.00904240889773036	Rex-Babar	1264	27209	4.64552170237789	Rotatin; 
ACHA01MRNA0028004	2	0.00904240889773036	Rex-Babar	622	13393	4.64421712835063	Probable mediator of RNA polymerase II transcription subunit 36b; 
ACHA01MRNA0037070	3	0.0135636133465955	Rex-Babar	1643	35382	4.6436040924764	Tolloid-like protein 2; 
ACHA01MRNA0022128	1	0.00452120444886518	Rex-Babar	614	13226	4.64237108725238	Nesprin-2; 
ACHA01MRNA0028389	2	0.00904240889773036	Rex-Babar	1006	21681	4.64000737973341	Sister chromatid cohesion protein mis4; 
ACHA01MRNA0009952	3	0.0135636133465955	Rex-Babar	661	14246	4.63989891899481	Transmembrane protein 145; 
ACHA01MRNA0021920	2	0.00904240889773036	Rex-Babar	835	18000	4.63888888888889	Serine/threonine-protein kinase pdik1l-B; 
ACHA01MRNA0013783	2	0.00904240889773036	Rex-Babar	801	17272	4.63756368689208	Interleukin-6 receptor subunit beta; 
ACHA01MRNA0013999	1	0.00452120444886518	Rex-Babar	565	12185	4.63684858432499	Bone morphogenetic protein 7; 
ACHA01MRNA0034444	1	0.00452120444886518	Rex-Babar	2206	47580	4.6364018495166	Collagen alpha-3(VI) chain; 
ACHA01MRNA0037408	7	0.0316484311420562	Rex-Babar	3522	75991	4.63475937940019	Collagen alpha-6(IV) chain; 
ACHA01MRNA0017662	3	0.0135636133465955	Rex-Babar	754	16269	4.63458110516934	Coxsackievirus and adenovirus receptor homolog; 
ACHA01MRNA0014180	6	0.0271272266931911	Rex-Babar	787	17001	4.62913946238457	Sodium- and chloride-dependent betaine transporter; 
ACHA01MRNA0026014	2	0.00904240889773036	Rex-Babar	221	4777	4.62633451957295	HRAS-like suppressor 3; 
ACHA01MRNA0015203	1	0.00452120444886518	Rex-Babar	229	4950	4.62626262626263	Nesprin-2; 
ACHA01MRNA0022884	2	0.00904240889773036	Rex-Babar	546	11804	4.62555066079295	Arpin; 
ACHA01MRNA0033263	1	0.00452120444886518	Rex-Babar	209	4519	4.62491701703917	Amine oxidase family member 1; 
ACHA01MRNA0028264	1	0.00452120444886518	Rex-Babar	568	12282	4.62465396515226	Unhealthy ribosome biogenesis protein 2 homolog; 
ACHA01MRNA0034057	1	0.00452120444886518	Rex-Babar	215	4649	4.62465046246505	Fibronectin type III and SPRY domain-containing protein 1; 
ACHA01MRNA0035889	2	0.00904240889773036	Rex-Babar	635	13733	4.62389863831646	Tyrosine-protein phosphatase non-receptor type 11; 
ACHA01MRNA0016996	3	0.0135636133465955	Rex-Babar	969	20962	4.62265051044748	Polymerase delta-interacting protein 3; 
ACHA01MRNA0027190	1	0.00452120444886518	Rex-Babar	53	1147	4.6207497820401	Chromodomain-helicase-DNA-binding protein 8; 
ACHA01MRNA0004176	5	0.0226060222443259	Rex-Babar	1691	36599	4.62034481816443	Quinone oxidoreductase; 
ACHA01MRNA0011161	2	0.00904240889773036	Rex-Babar	1419	30716	4.61974215392629	Nucleobase-ascorbate transporter 1; 
ACHA01MRNA0020405	1	0.00452120444886518	Rex-Babar	215	4654	4.61968199398367	Transformer-2 protein homolog beta; 
ACHA01MRNA0036704	3	0.0135636133465955	Rex-Babar	381	8251	4.61762210641134	Aminopeptidase M1-C; 
ACHA01MRNA0004136	3	0.0135636133465955	Rex-Babar	1050	22765	4.61234350977378	Coiled-coil domain-containing protein 107; 
ACHA01MRNA0030119	3	0.0135636133465955	Rex-Babar	222	4815	4.61059190031153	Ras-specific guanine nucleotide-releasing factor 2; 
ACHA01MRNA0040772	2	0.00904240889773036	Rex-Babar	1314	28510	4.60890915468257	NA
ACHA01MRNA0003371	3	0.0135636133465955	Rex-Babar	1739	37740	4.6078431372549	NA
ACHA01MRNA0031108	2	0.00904240889773036	Rex-Babar	651	14131	4.60689264737103	Diacylglycerol kinase eta; 
ACHA01MRNA0039278	1	0.00452120444886518	Rex-Babar	255	5536	4.60621387283237	NA
ACHA01MRNA0017358	2	0.00904240889773036	Rex-Babar	790	17151	4.60614541426156	60 kDa SS-A/Ro ribonucleoprotein homolog; 
ACHA01MRNA0017495	1	0.00452120444886518	Rex-Babar	121	2627	4.60601446516939	HEAT repeat-containing protein 3; 
ACHA01MRNA0022740	1	0.00452120444886518	Rex-Babar	251	5452	4.60381511371974	Protein FAM219A; 
ACHA01MRNA0012901	1	0.00452120444886518	Rex-Babar	490	10649	4.60137102075312	Trypsin-2; 
ACHA01MRNA0037659	2	0.00904240889773036	Rex-Babar	413	8977	4.60064609557759	ATP-dependent DNA helicase PIF1; 
ACHA01MRNA0011106	1	0.00452120444886518	Rex-Babar	166	3609	4.59961208090884	Replication factor C subunit 5; 
ACHA01MRNA0027044	1	0.00452120444886518	Rex-Babar	268	5828	4.59849004804393	Lithostathine-2; 
ACHA01MRNA0011474	1	0.00452120444886518	Rex-Babar	660	14354	4.59802145743347	Chaperone protein dnaJ 50; 
ACHA01MRNA0001757	1	0.00452120444886518	Rex-Babar	1040	22622	4.59729466890637	FYN-binding protein; 
ACHA01MRNA0008127	1	0.00452120444886518	Rex-Babar	729	15860	4.59646910466583	Carboxypeptidase E; 
ACHA01MRNA0003580	1	0.00452120444886518	Rex-Babar	759	16513	4.5963786107915	LARGE xylosyl- and glucuronyltransferase 2; 
ACHA01MRNA0005186	1	0.00452120444886518	Rex-Babar	251	5461	4.59622779710676	Long chain base biosynthesis protein 2a; 
ACHA01MRNA0011890	3	0.0135636133465955	Rex-Babar	992	21609	4.5906798093387	E3 ubiquitin-protein ligase MARCH6; 
ACHA01MRNA0030320	4	0.0180848177954607	Rex-Babar	803	17494	4.59014519263748	SH3 domain-binding protein 1; 
ACHA01MRNA0027105	3	0.0135636133465955	Rex-Babar	1064	23209	4.58442845447887	Metastasis suppressor protein 1; 
ACHA01MRNA0035562	5	0.0226060222443259	Rex-Babar	1739	37934	4.58427795645068	Polymerase I and transcript release factor; 
ACHA01MRNA0016527	2	0.00904240889773036	Rex-Babar	471	10277	4.58304952807239	Nuclear receptor ROR-beta; 
ACHA01MRNA0019881	3	0.0135636133465955	Rex-Babar	802	17502	4.58233344760599	Ras association domain-containing protein 3; 
ACHA01MRNA0038104	1	0.00452120444886518	Rex-Babar	487	10628	4.58223560406473	C2 domain-containing protein 2-like; 
ACHA01MRNA0022020	3	0.0135636133465955	Rex-Babar	405	8839	4.58196628577893	Matrix metalloproteinase-17; 
ACHA01MRNA0029944	1	0.00452120444886518	Rex-Babar	116	2534	4.57774269928966	Transcription factor Sp2; 
ACHA01MRNA0030232	3	0.0135636133465955	Rex-Babar	682	14900	4.57718120805369	Sialic acid-binding Ig-like lectin 5; 
ACHA01MRNA0031825	3	0.0135636133465955	Rex-Babar	1031	22527	4.57673014604697	Protein O-GlcNAcase; 
ACHA01MRNA0006529	9	0.0406908400397866	Rex-Babar	2181	47657	4.57645256730386	E3 ubiquitin-protein ligase pub1; 
ACHA01MRNA0035260	4	0.0180848177954607	Rex-Babar	1912	41811	4.57295926909187	Transportin-1; 
ACHA01MRNA0028960	1	0.00452120444886518	Rex-Babar	372	8135	4.57283343577136	Rho GTPase-activating protein 92B; 
ACHA01MRNA0024424	1	0.00452120444886518	Rex-Babar	357	7807	4.57281926476239	Serine protease 27; 
ACHA01MRNA0040579	1	0.00452120444886518	Rex-Babar	260	5689	4.57022323782739	Sulfate anion transporter 1; 
ACHA01MRNA0017489	4	0.0180848177954607	Rex-Babar	484	10595	4.56819254365267	Amyloid beta A4 protein; 
ACHA01MRNA0031749	4	0.0180848177954607	Rex-Babar	2309	50546	4.56811617140822	BMP and activin membrane-bound inhibitor homolog; 
ACHA01MRNA0029212	5	0.0226060222443259	Rex-Babar	1065	23314	4.56807068714077	Immunoglobulin superfamily member 21; 
ACHA01MRNA0010419	2	0.00904240889773036	Rex-Babar	565	12369	4.56787129113105	Cystatin; 
ACHA01MRNA0001091	1	0.00452120444886518	Rex-Babar	1345	29451	4.56690774506808	Immunoglobulin superfamily member 10; 
ACHA01MRNA0022189	7	0.0316484311420562	Rex-Babar	2315	50701	4.56598489181673	Protein farnesyltransferase subunit beta; 
ACHA01MRNA0027966	2	0.00904240889773036	Rex-Babar	1399	30640	4.56592689295039	Aldehyde dehydrogenase family 9 member A1; 
ACHA01MRNA0016958	1	0.00452120444886518	Rex-Babar	657	14392	4.56503613118399	NA
ACHA01MRNA0010924	1	0.00452120444886518	Rex-Babar	711	15578	4.56412889973039	Wings apart-like protein homolog 1; 
ACHA01MRNA0016800	1	0.00452120444886518	Rex-Babar	671	14703	4.56369448411889	Thrombospondin type-1 domain-containing protein 4; 
ACHA01MRNA0035446	1	0.00452120444886518	Rex-Babar	665	14572	4.56354652758715	Geranylgeranyl transferase type-2 subunit beta; 
ACHA01MRNA0018994	1	0.00452120444886518	Rex-Babar	234	5130	4.56140350877193	Transient receptor potential cation channel subfamily M member 8; 
ACHA01MRNA0024899	1	0.00452120444886518	Rex-Babar	187	4101	4.55986344793953	FYVE and coiled-coil domain-containing protein 1; 
ACHA01MRNA0001005	1	0.00452120444886518	Rex-Babar	195	4283	4.55288349287882	Nuclear receptor subfamily 1 group D member 1; 
ACHA01MRNA0027597	2	0.00904240889773036	Rex-Babar	537	11802	4.55007625826131	Transcription factor 7; 
ACHA01MRNA0008101	3	0.0135636133465955	Rex-Babar	1227	26976	4.54848754448399	Serine/threonine-protein kinase WNK4; 
ACHA01MRNA0040745	2	0.00904240889773036	Rex-Babar	646	14203	4.54833485883264	Phosphoribosyl pyrophosphate synthase-associated protein 2; 
ACHA01MRNA0040764	2	0.00904240889773036	Rex-Babar	232	5101	4.54812781807489	Rho GDP-dissociation inhibitor 1; 
ACHA01MRNA0025059	2	0.00904240889773036	Rex-Babar	829	18235	4.54620235810255	Zinc finger A20 and AN1 domain-containing stress-associated protein 3; 
ACHA01MRNA0013461	3	0.0135636133465955	Rex-Babar	703	15465	4.54574846427417	DNA replication licensing factor MCM2; 
ACHA01MRNA0005054	4	0.0180848177954607	Rex-Babar	1113	24485	4.54564018787012	Cathepsin B-like cysteine proteinase; 
ACHA01MRNA0019766	4	0.0180848177954607	Rex-Babar	1092	24028	4.54469785250541	Ephrin type-B receptor 1-B; 
ACHA01MRNA0032705	3	0.0135636133465955	Rex-Babar	890	19587	4.54383009138714	Guanine nucleotide-binding protein subunit beta-1 >lcl|Q61ZF6.1 RecName: Full=Guanine nucleotide-binding protein subunit beta-1; 
ACHA01MRNA0024255	2	0.00904240889773036	Rex-Babar	628	13825	4.54249547920434	RUN domain-containing protein 3B; 
ACHA01MRNA0029945	1	0.00452120444886518	Rex-Babar	463	10198	4.54010590311826	Serine/threonine-protein kinase 38-like; 
ACHA01MRNA0013764	4	0.0180848177954607	Rex-Babar	345	7600	4.53947368421053	NA
ACHA01MRNA0026987	1	0.00452120444886518	Rex-Babar	510	11238	4.53817405232248	Up-regulator of cell proliferation; 
ACHA01MRNA0031407	1	0.00452120444886518	Rex-Babar	213	4694	4.53770771197273	SUN domain-containing ossification factor; 
ACHA01MRNA0006017	1	0.00452120444886518	Rex-Babar	1126	24815	4.53757807777554	Niemann-Pick type C-related protein 1; 
ACHA01MRNA0024765	1	0.00452120444886518	Rex-Babar	732	16133	4.53728382817827	Armadillo repeat-containing protein 5; 
ACHA01MRNA0009333	2	0.00904240889773036	Rex-Babar	453	9992	4.53362690152122	Carbohydrate sulfotransferase 11; 
ACHA01MRNA0004228	2	0.00904240889773036	Rex-Babar	276	6088	4.5335085413929	NA
ACHA01MRNA0000378	3	0.0135636133465955	Rex-Babar	1193	26324	4.53198602036165	NA
ACHA01MRNA0019743	1	0.00452120444886518	Rex-Babar	494	10903	4.53086306521141	Cytochrome P450 3A56; 
ACHA01MRNA0023564	3	0.0135636133465955	Rex-Babar	947	20916	4.52763434691146	Neurotrypsin; 
ACHA01MRNA0004231	3	0.0135636133465955	Rex-Babar	422	9322	4.52692555245655	Serine/threonine-protein phosphatase 4 regulatory subunit 3B; 
ACHA01MRNA0007294	4	0.0180848177954607	Rex-Babar	2091	46196	4.5263659191272	Diacylglycerol kinase theta; 
ACHA01MRNA0023379	3	0.0135636133465955	Rex-Babar	957	21146	4.52567861534096	Zinc finger protein 595; 
ACHA01MRNA0006544	4	0.0180848177954607	Rex-Babar	1019	22523	4.52426408560139	Vesicle transport protein SFT2B; 
ACHA01MRNA0020000	11	0.049733248937517	Rex-Babar	929	20540	4.52288218111003	Homeobox protein H40; 
ACHA01MRNA0034237	1	0.00452120444886518	Rex-Babar	222	4912	4.51954397394137	Growth arrest and DNA damage-inducible proteins-interacting protein 1; 
ACHA01MRNA0011655	2	0.00904240889773036	Rex-Babar	273	6042	4.51837140019861	NA
ACHA01MRNA0028881	1	0.00452120444886518	Rex-Babar	434	9606	4.51800957734749	Acetylcholinesterase; 
ACHA01MRNA0029880	1	0.00452120444886518	Rex-Babar	656	14521	4.51759520694167	Ras-related protein ORAB-1; 
ACHA01MRNA0016460	1	0.00452120444886518	Rex-Babar	323	7151	4.51685079009929	Mitochondrial dicarboxylate carrier; 
ACHA01MRNA0010338	1	0.00452120444886518	Rex-Babar	363	8043	4.51324132786274	N-acetyltransferase ECO1; 
ACHA01MRNA0013496	1	0.00452120444886518	Rex-Babar	654	14495	4.51190065539841	Trinucleotide repeat-containing gene 6C protein; 
ACHA01MRNA0010595	1	0.00452120444886518	Rex-Babar	250	5541	4.51182097094387	Alpha-methylacyl-CoA racemase; 
ACHA01MRNA0037479	1	0.00452120444886518	Rex-Babar	333	7382	4.51097263614197	Fibronectin type-III domain-containing protein 3A; 
ACHA01MRNA0012183	1	0.00452120444886518	Rex-Babar	299	6629	4.51048423593302	Zinc finger protein 25; 
ACHA01MRNA0021044	4	0.0180848177954607	Rex-Babar	973	21586	4.50755119058649	Mediator of RNA polymerase II transcription subunit 13; 
ACHA01MRNA0004658	2	0.00904240889773036	Rex-Babar	751	16662	4.50726203336934	Ovotransferrin; 
ACHA01MRNA0014742	2	0.00904240889773036	Rex-Babar	329	7300	4.50684931506849	Anthrax toxin receptor 2; 
ACHA01MRNA0003843	3	0.0135636133465955	Rex-Babar	631	14001	4.50682094136133	WD repeat domain phosphoinositide-interacting protein 1; 
ACHA01MRNA0006330	1	0.00452120444886518	Rex-Babar	528	11718	4.50588837685612	Insulin-like growth factor-binding protein 5; 
ACHA01MRNA0001373	4	0.0180848177954607	Rex-Babar	1335	29629	4.50572074656586	Exocyst complex component 2; 
ACHA01MRNA0036038	1	0.00452120444886518	Rex-Babar	355	7881	4.5045045045045	Lectin; 
ACHA01MRNA0004069	2	0.00904240889773036	Rex-Babar	965	21437	4.50156271866399	Plexin domain-containing protein 2; 
ACHA01MRNA0020508	3	0.0135636133465955	Rex-Babar	1465	32547	4.5011829047224	Synaptogyrin-3; 
ACHA01MRNA0010161	1	0.00452120444886518	Rex-Babar	170	3778	4.49973530968767	Glutathione S-transferase 2; 
ACHA01MRNA0032410	2	0.00904240889773036	Rex-Babar	452	10047	4.49885537971534	Calmodulin-regulated spectrin-associated protein 3; 
ACHA01MRNA0039469	5	0.0226060222443259	Rex-Babar	1101	24475	4.49846782431052	Zinc finger protein 362; 
ACHA01MRNA0030742	2	0.00904240889773036	Rex-Babar	1024	22769	4.49734287847512	Mesoderm development candidate 1; 
ACHA01MRNA0022808	1	0.00452120444886518	Rex-Babar	1056	23490	4.49553001277139	Basic helix-loop-helix domain-containing protein USF3; 
ACHA01MRNA0022575	1	0.00452120444886518	Rex-Babar	466	10368	4.4945987654321	Proline-rich transmembrane protein 1; 
ACHA01MRNA0004593	1	0.00452120444886518	Rex-Babar	1097	24414	4.49332350290817	NAD/NADP-dependent betaine aldehyde dehydrogenase; 
ACHA01MRNA0005821	3	0.0135636133465955	Rex-Babar	638	14207	4.4907439994369	Small G protein signaling modulator 3; 
ACHA01MRNA0021309	2	0.00904240889773036	Rex-Babar	424	9443	4.49009848565075	Homeobox protein SEBOX; 
ACHA01MRNA0002545	1	0.00452120444886518	Rex-Babar	227	5056	4.48971518987342	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P; 
ACHA01MRNA0005675	1	0.00452120444886518	Rex-Babar	586	13056	4.48835784313725	Regulator of G-protein signaling 3; 
ACHA01MRNA0008587	4	0.0180848177954607	Rex-Babar	1161	25869	4.48799721674591	NA
ACHA01MRNA0002228	2	0.00904240889773036	Rex-Babar	240	5348	4.48765893792072	Phosphatidylinositol 3-kinase vps34; 
ACHA01MRNA0025707	3	0.0135636133465955	Rex-Babar	925	20615	4.48702401164201	Y+L amino acid transporter 2; 
ACHA01MRNA0001737	6	0.0271272266931911	Rex-Babar	1336	29777	4.48668435369581	TRAF2 and NCK-interacting protein kinase; 
ACHA01MRNA0025537	3	0.0135636133465955	Rex-Babar	719	16029	4.48561981408697	Protein fem-1 homolog A; 
ACHA01MRNA0003778	1	0.00452120444886518	Rex-Babar	294	6555	4.48512585812357	ADP-ribosylation factor-like protein 8B-A; 
ACHA01MRNA0013560	5	0.0226060222443259	Rex-Babar	938	20928	4.48203363914373	C-terminal-binding protein 2; 
ACHA01MRNA0000271	3	0.0135636133465955	Rex-Babar	790	17626	4.48201520481107	Phosphatidylinositol 4-phosphate 5-kinase type-1 beta; 
ACHA01MRNA0027290	3	0.0135636133465955	Rex-Babar	621	13860	4.48051948051948	Delta(14)-sterol reductase; 
ACHA01MRNA0023129	3	0.0135636133465955	Rex-Babar	1419	31672	4.48029805506441	Stromal interaction molecule 2; 
ACHA01MRNA0002207	4	0.0180848177954607	Rex-Babar	1073	23962	4.47792337868291	NA
ACHA01MRNA0008506	2	0.00904240889773036	Rex-Babar	1238	27650	4.47739602169982	Nuclear factor related to kappa-B-binding protein; 
ACHA01MRNA0005640	3	0.0135636133465955	Rex-Babar	561	12532	4.47654005745292	NA
ACHA01MRNA0026684	1	0.00452120444886518	Rex-Babar	112	2502	4.47641886490807	Elongation factor 1-alpha; 
ACHA01MRNA0019861	1	0.00452120444886518	Rex-Babar	654	14624	4.47210065645514	Fibronectin type III and SPRY domain-containing protein 2; 
ACHA01MRNA0033704	1	0.00452120444886518	Rex-Babar	764	17084	4.47202060407399	Phospholipid-transporting ATPase ID; 
ACHA01MRNA0033802	2	0.00904240889773036	Rex-Babar	661	14782	4.47165471519416	Cullin-3; 
ACHA01MRNA0025291	2	0.00904240889773036	Rex-Babar	888	19859	4.47152424593383	Protein tweety homolog 1-A; 
ACHA01MRNA0018931	2	0.00904240889773036	Rex-Babar	567	12682	4.47090364295852	Tetraspanin-8; 
ACHA01MRNA0010930	2	0.00904240889773036	Rex-Babar	658	14722	4.46950142643663	Tyrosine-protein kinase JAK2; 
ACHA01MRNA0004946	1	0.00452120444886518	Rex-Babar	890	19928	4.46607788036933	Protein kinase C alpha type; 
ACHA01MRNA0023146	1	0.00452120444886518	Rex-Babar	319	7148	4.46278679350867	Collagen alpha-1(IX) chain; 
ACHA01MRNA0020110	1	0.00452120444886518	Rex-Babar	152	3406	4.46271285965942	ETS domain-containing protein Elk-4; 
ACHA01MRNA0010217	1	0.00452120444886518	Rex-Babar	1290	28917	4.46104367672995	Poliovirus receptor homolog; 
ACHA01MRNA0026412	2	0.00904240889773036	Rex-Babar	585	13114	4.46088150068629	Heparan sulfate 2-O-sulfotransferase hst-2; 
ACHA01MRNA0030445	3	0.0135636133465955	Rex-Babar	800	17934	4.46080071372811	ATP-binding cassette sub-family A member 7; 
ACHA01MRNA0013177	1	0.00452120444886518	Rex-Babar	260	5830	4.45969125214408	Sphingosine-1-phosphate phosphatase 2; 
ACHA01MRNA0030528	2	0.00904240889773036	Rex-Babar	241	5405	4.45883441258094	Poly(ADP-ribose) glycohydrolase; 
ACHA01MRNA0039019	1	0.00452120444886518	Rex-Babar	665	14921	4.45680584411233	Carboxypeptidase E; 
ACHA01MRNA0022243	1	0.00452120444886518	Rex-Babar	125	2805	4.45632798573975	Basement membrane proteoglycan; 
ACHA01MRNA0004477	4	0.0180848177954607	Rex-Babar	980	22002	4.45414053267885	Cell adhesion molecule 4; 
ACHA01MRNA0027518	2	0.00904240889773036	Rex-Babar	661	14845	4.45267766924891	Mineralocorticoid receptor; 
ACHA01MRNA0008247	2	0.00904240889773036	Rex-Babar	883	19832	4.45240016135538	Ras-like GTP-binding protein O-RHO; 
ACHA01MRNA0009578	2	0.00904240889773036	Rex-Babar	437	9817	4.45146175002547	Uncharacterized sugar kinase R08D7.7; 
ACHA01MRNA0009715	3	0.0135636133465955	Rex-Babar	820	18422	4.4511996525893	SNF1-related protein kinase catalytic subunit alpha KIN11; 
ACHA01MRNA0035190	1	0.00452120444886518	Rex-Babar	1214	27290	4.44851593990473	Collagen alpha-2(I) chain; 
ACHA01MRNA0026828	3	0.0135636133465955	Rex-Babar	749	16838	4.44827176624302	Probable aminopeptidase NPEPL1; 
ACHA01MRNA0011858	5	0.0226060222443259	Rex-Babar	928	20864	4.4478527607362	Collagen alpha-1(XV) chain; 
ACHA01MRNA0026119	2	0.00904240889773036	Rex-Babar	263	5915	4.44632290786137	Probable cardiolipin synthase (CMP-forming); 
ACHA01MRNA0033522	1	0.00452120444886518	Rex-Babar	203	4567	4.44493102693234	Transmembrane protein 205; 
ACHA01MRNA0010874	1	0.00452120444886518	Rex-Babar	267	6007	4.44481438321958	Rho GTPase-activating protein SYDE1; 
ACHA01MRNA0036647	2	0.00904240889773036	Rex-Babar	336	7560	4.44444444444444	Intraflagellar transport protein osm-1; 
ACHA01MRNA0010436	2	0.00904240889773036	Rex-Babar	876	19711	4.44421896403024	Nucleolar protein 6; 
ACHA01MRNA0001235	3	0.0135636133465955	Rex-Babar	1671	37603	4.44379437810813	Granulins; 
ACHA01MRNA0028776	2	0.00904240889773036	Rex-Babar	212	4773	4.44165095327886	GON-4-like protein; 
ACHA01MRNA0014559	1	0.00452120444886518	Rex-Babar	399	8989	4.43875848258983	Nuclear receptor subfamily 2 group F member 6; 
ACHA01MRNA0039430	4	0.0180848177954607	Rex-Babar	1373	30950	4.4361873990307	CD166 antigen; 
ACHA01MRNA0014375	3	0.0135636133465955	Rex-Babar	995	22433	4.43542994695315	Sphingosine kinase 1; 
ACHA01MRNA0034025	1	0.00452120444886518	Rex-Babar	1280	28860	4.43520443520443	Integrin beta-1; 
ACHA01MRNA0035323	2	0.00904240889773036	Rex-Babar	283	6388	4.43018159048215	CD209 antigen-like protein E; 
ACHA01MRNA0029422	2	0.00904240889773036	Rex-Babar	581	13116	4.42970417810308	Nuclear pore complex protein Nup160; 
ACHA01MRNA0014935	2	0.00904240889773036	Rex-Babar	1270	28672	4.42940848214286	Vinculin; 
ACHA01MRNA0004961	1	0.00452120444886518	Rex-Babar	682	15401	4.42828387767028	Rhombotin-1; 
ACHA01MRNA0016133	2	0.00904240889773036	Rex-Babar	377	8514	4.42800093962885	Formiminotransferase N-terminal subdomain-containing protein; 
ACHA01MRNA0005909	3	0.0135636133465955	Rex-Babar	708	16000	4.425	Nephronectin; 
ACHA01MRNA0009651	2	0.00904240889773036	Rex-Babar	416	9402	4.42459051265688	CD48 antigen; 
ACHA01MRNA0003419	2	0.00904240889773036	Rex-Babar	968	21885	4.42312085903587	Putative Kunitz-type serine protease inhibitor; 
ACHA01MRNA0004512	1	0.00452120444886518	Rex-Babar	506	11441	4.42269032427235	Unconventional myosin-VIIb; 
ACHA01MRNA0038099	3	0.0135636133465955	Rex-Babar	671	15172	4.42262061692592	Transcription factor E2F7; 
ACHA01MRNA0038366	1	0.00452120444886518	Rex-Babar	353	7985	4.42078897933626	Coiled-coil domain-containing protein 22 homolog; 
ACHA01MRNA0037237	3	0.0135636133465955	Rex-Babar	572	12944	4.41903584672435	Dihydropyrimidinase; 
ACHA01MRNA0001200	1	0.00452120444886518	Rex-Babar	140	3169	4.41779741243294	Sodium/calcium exchanger 1; 
ACHA01MRNA0014575	3	0.0135636133465955	Rex-Babar	626	14176	4.41591422121896	Sortilin-related receptor; 
ACHA01MRNA0002077	2	0.00904240889773036	Rex-Babar	984	22296	4.41334768568353	Potassium voltage-gated channel subfamily H member 4; 
ACHA01MRNA0005706	1	0.00452120444886518	Rex-Babar	404	9155	4.41288913162206	High choriolytic enzyme 2; 
ACHA01MRNA0018739	3	0.0135636133465955	Rex-Babar	1338	30335	4.4107466622713	DNA-directed RNA polymerase III subunit rpc1; 
ACHA01MRNA0012782	2	0.00904240889773036	Rex-Babar	950	21541	4.41019451278956	UPF0173 metal-dependent hydrolase MK1542; 
ACHA01MRNA0015614	1	0.00452120444886518	Rex-Babar	419	9506	4.40774247843467	Synaptotagmin-1; 
ACHA01MRNA0014853	3	0.0135636133465955	Rex-Babar	1474	33468	4.40420700370503	Ubiquitin carboxyl-terminal hydrolase 13; 
ACHA01MRNA0018591	1	0.00452120444886518	Rex-Babar	231	5246	4.40335493709493	Regulator of G-protein signaling 3; 
ACHA01MRNA0029970	2	0.00904240889773036	Rex-Babar	249	5655	4.40318302387268	WD repeat-containing protein 5B; 
ACHA01MRNA0028771	1	0.00452120444886518	Rex-Babar	594	13491	4.40293529019346	Putative protein phosphatase tag-83; 
ACHA01MRNA0022604	4	0.0180848177954607	Rex-Babar	1154	26213	4.40239575783008	Gephyrin; 
ACHA01MRNA0016775	1	0.00452120444886518	Rex-Babar	199	4524	4.39876215738285	Snaclec bothrojaracin subunit alpha; 
ACHA01MRNA0036824	5	0.0226060222443259	Rex-Babar	1925	43769	4.39808997235486	Lens epithelium-derived growth factor; 
ACHA01MRNA0010357	4	0.0180848177954607	Rex-Babar	1379	31360	4.39732142857143	Histone-lysine N-methyltransferase 2B; 
ACHA01MRNA0039226	1	0.00452120444886518	Rex-Babar	726	16515	4.39600363306085	Centrosomal protein of 170 kDa protein B; 
ACHA01MRNA0021142	1	0.00452120444886518	Rex-Babar	159	3619	4.39347886156397	NA
ACHA01MRNA0014762	3	0.0135636133465955	Rex-Babar	1350	30730	4.39310120403514	Nucleophosmin; 
ACHA01MRNA0040184	2	0.00904240889773036	Rex-Babar	745	16959	4.39294769738782	F-box/WD repeat-containing protein 2; 
ACHA01MRNA0000815	1	0.00452120444886518	Rex-Babar	683	15554	4.39115340105439	TBC1 domain family member 13; 
ACHA01MRNA0009082	2	0.00904240889773036	Rex-Babar	741	16876	4.39085091253852	Heterogeneous nuclear ribonucleoprotein D-like; 
